Story,Reality Question,Reality Answer,Memory Question,Memory Answer,First-Order Belief A Question,First-Order Belief A Answer,First-Order Belief B Question,First-Order Belief B Answer,Second-Order Belief A Question,Second-Order Belief A Answer,Second-Order Belief B Question,Second-Order Belief B Answer
"1. Abigail entered the playroom.
2. Lily is in the playroom.
3. The pajamas is in the drawer.
4. Abigail exited the playroom.
5. Lily moved the pajamas to the crate.",Where is the pajamas really?,crate,Where was the pajamas at the beginning?,drawer,Where will Lily look for the pajamas?,crate,Where will Abigail look for the pajamas?,drawer,Where does Lily think that Abigail searches for the pajamas?,drawer,Where does Abigail think that Lily searches for the pajamas?,drawer
"1. Mila entered the hall.
2. Evelyn entered the laundry.
3. Mila exited the hall.
4. Oliver entered the laundry.
5. The raincoat is in the bottle.
6. Oliver moved the raincoat to the drawer.
7. Evelyn exited the laundry.",Where is the raincoat really?,drawer,Where was the raincoat at the beginning?,bottle,Where will Oliver look for the raincoat?,drawer,Where will Evelyn look for the raincoat?,drawer,Where does Oliver think that Evelyn searches for the raincoat?,drawer,Where does Evelyn think that Oliver searches for the raincoat?,drawer
"1. Mason entered the sunroom.
2. Nathan entered the sunroom.
3. The peach is in the box.
4. Mason exited the sunroom.
5. Carter loves the cherry
6. Nathan moved the peach to the cupboard.
7. Carter entered the sunroom.
8. Nathan exited the sunroom.
9. Carter exited the sunroom.
10. Mason entered the sunroom.",Where is the peach really?,cupboard,Where was the peach at the beginning?,box,Where will Nathan look for the peach?,cupboard,Where will Mason look for the peach?,cupboard,Where does Nathan think that Mason searches for the peach?,box,Where does Mason think that Nathan searches for the peach?,box
"1. James entered the playroom.
2. Hunter entered the cellar.
3. Isabella entered the cellar.
4. The shirt is in the basket.
5. Isabella exited the cellar.
6. Hunter moved the shirt to the crate.
7. Hunter exited the cellar.
8. Isabella entered the playroom.",Where is the shirt really?,crate,Where was the shirt at the beginning?,basket,Where will Hunter look for the shirt?,crate,Where will Isabella look for the shirt?,basket,Where does Hunter think that Isabella searches for the shirt?,basket,Where does Isabella think that Hunter searches for the shirt?,basket
"1. Alexander dislikes the underclothes
2. Jayden entered the master_bedroom.
3. Mia entered the master_bedroom.
4. Alexander entered the patio.
5. The grapes is in the bottle.
6. Jayden dislikes the lemon
7. Mia exited the master_bedroom.
8. Alexander exited the patio.
9. Jayden moved the grapes to the box.
10. Mia entered the master_bedroom.",Where is the grapes really?,box,Where was the grapes at the beginning?,bottle,Where will Jayden look for the grapes?,box,Where will Mia look for the grapes?,box,Where does Jayden think that Mia searches for the grapes?,box,Where does Mia think that Jayden searches for the grapes?,box
"1. Emily entered the TV_room.
2. Nathan entered the TV_room.
3. The stockings is in the container.
4. Emily exited the TV_room.
5. Nathan moved the stockings to the pantry.
6. Emily entered the TV_room.",Where is the stockings really?,pantry,Where was the stockings at the beginning?,container,Where will Nathan look for the stockings?,pantry,Where will Emily look for the stockings?,pantry,Where does Nathan think that Emily searches for the stockings?,pantry,Where does Emily think that Nathan searches for the stockings?,pantry
"1. Emma entered the master_bedroom.
2. Mason entered the master_bedroom.
3. The plum is in the pantry.
4. Mason exited the master_bedroom.
5. Emma moved the plum to the crate.
6. Emma exited the master_bedroom.
7. Mason entered the master_bedroom.
8. Elizabeth entered the master_bedroom.",Where is the plum really?,crate,Where was the plum at the beginning?,pantry,Where will Emma look for the plum?,crate,Where will Mason look for the plum?,crate,Where does Emma think that Mason searches for the plum?,pantry,Where does Mason think that Emma searches for the plum?,pantry
"1. Abigail entered the back_yard.
2. Isla entered the back_yard.
3. The tangerine is in the pantry.
4. Abigail exited the back_yard.
5. Isla moved the tangerine to the bottle.
6. Isla exited the back_yard.
7. Abigail entered the back_yard.",Where is the tangerine really?,bottle,Where was the tangerine at the beginning?,pantry,Where will Isla look for the tangerine?,bottle,Where will Abigail look for the tangerine?,bottle,Where does Isla think that Abigail searches for the tangerine?,pantry,Where does Abigail think that Isla searches for the tangerine?,pantry
"1. Isabella entered the kitchen.
2. Ava entered the kitchen.
3. Ava loves the sweater
4. Ava exited the kitchen.
5. Evelyn entered the kitchen.
6. The watermelon is in the cupboard.
7. Evelyn exited the kitchen.
8. Isabella moved the watermelon to the box.",Where is the watermelon really?,box,Where was the watermelon at the beginning?,cupboard,Where will Isabella look for the watermelon?,box,Where will Evelyn look for the watermelon?,cupboard,Where does Isabella think that Evelyn searches for the watermelon?,box,Where does Evelyn think that Isabella searches for the watermelon?,box
"1. Ava entered the closet.
2. Ella entered the closet.
3. The strawberry is in the cupboard.
4. Ava moved the strawberry to the bathtub.
5. Ella dislikes the grapefruit
6. Ella exited the closet.
7. Ella loves the pants
8. Ava exited the closet.
9. Ella entered the office.",Where is the strawberry really?,bathtub,Where was the strawberry at the beginning?,cupboard,Where will Ava look for the strawberry?,bathtub,Where will Ella look for the strawberry?,bathtub,Where does Ava think that Ella searches for the strawberry?,bathtub,Where does Ella think that Ava searches for the strawberry?,bathtub
"1. Jack dislikes the pear
2. Jack entered the workshop.
3. James entered the workshop.
4. Charlotte entered the lounge.
5. The sweatshirt is in the box.
6. Jack exited the workshop.
7. James moved the sweatshirt to the container.
8. James exited the workshop.
9. Jack entered the lounge.",Where is the sweatshirt really?,container,Where was the sweatshirt at the beginning?,box,Where will James look for the sweatshirt?,container,Where will Jack look for the sweatshirt?,box,Where does James think that Jack searches for the sweatshirt?,box,Where does Jack think that James searches for the sweatshirt?,box
"1. Hunter entered the kitchen.
2. Jack entered the kitchen.
3. The cabbage is in the cupboard.
4. Hunter exited the kitchen.
5. Jack moved the cabbage to the bottle.",Where is the cabbage really?,bottle,Where was the cabbage at the beginning?,cupboard,Where will Jack look for the cabbage?,bottle,Where will Hunter look for the cabbage?,cupboard,Where does Jack think that Hunter searches for the cabbage?,cupboard,Where does Hunter think that Jack searches for the cabbage?,cupboard
"1. Aiden entered the porch.
2. Chloe entered the porch.
3. Ella dislikes the asparagus
4. Ella entered the porch.
5. The pajamas is in the box.
6. Ella exited the porch.
7. Aiden moved the pajamas to the envelope.
8. Ella entered the porch.",Where is the pajamas really?,envelope,Where was the pajamas at the beginning?,box,Where will Aiden look for the pajamas?,envelope,Where will Ella look for the pajamas?,envelope,Where does Aiden think that Ella searches for the pajamas?,envelope,Where does Ella think that Aiden searches for the pajamas?,envelope
"1. Alexander entered the back_yard.
2. Alexander loves the trousers
3. Alexander likes the orange
4. Ethan entered the back_yard.
5. The cap is in the pantry.
6. Ethan exited the back_yard.
7. Alexander moved the cap to the crate.
8. Alexander exited the back_yard.
9. Ethan entered the back_yard.",Where is the cap really?,crate,Where was the cap at the beginning?,pantry,Where will Alexander look for the cap?,crate,Where will Ethan look for the cap?,crate,Where does Alexander think that Ethan searches for the cap?,pantry,Where does Ethan think that Alexander searches for the cap?,pantry
"1. Aiden entered the crawlspace.
2. Noah entered the crawlspace.
3. The shirt is in the crate.
4. Noah moved the shirt to the bucket.
5. Mila entered the crawlspace.
6. Aiden exited the crawlspace.
7. Mila exited the crawlspace.
8. Noah exited the crawlspace.
9. Aiden entered the laundry.",Where is the shirt really?,bucket,Where was the shirt at the beginning?,crate,Where will Noah look for the shirt?,bucket,Where will Aiden look for the shirt?,bucket,Where does Noah think that Aiden searches for the shirt?,bucket,Where does Aiden think that Noah searches for the shirt?,bucket
"1. Ava hates the peas
2. Lucas entered the patio.
3. Alexander entered the patio.
4. The gloves is in the basket.
5. Alexander exited the patio.
6. Ava entered the garage.
7. Lucas dislikes the cherry
8. Lucas moved the gloves to the treasure_chest.
9. Lucas exited the patio.
10. Alexander entered the patio.",Where is the gloves really?,treasure_chest,Where was the gloves at the beginning?,basket,Where will Lucas look for the gloves?,treasure_chest,Where will Alexander look for the gloves?,treasure_chest,Where does Lucas think that Alexander searches for the gloves?,basket,Where does Alexander think that Lucas searches for the gloves?,basket
"1. Nathan entered the office.
2. Nathan exited the office.
3. Lucas entered the master_bedroom.
4. Emily entered the master_bedroom.
5. The celery is in the basket.
6. Lucas exited the master_bedroom.
7. Emily moved the celery to the suitcase.",Where is the celery really?,suitcase,Where was the celery at the beginning?,basket,Where will Emily look for the celery?,suitcase,Where will Lucas look for the celery?,basket,Where does Emily think that Lucas searches for the celery?,basket,Where does Lucas think that Emily searches for the celery?,basket
"1. Jayden entered the crawlspace.
2. Alexander entered the crawlspace.
3. The stockings is in the box.
4. Alexander exited the crawlspace.
5. Jayden moved the stockings to the container.
6. Alexander entered the crawlspace.
7. Amelia loves the jacket",Where is the stockings really?,container,Where was the stockings at the beginning?,box,Where will Jayden look for the stockings?,container,Where will Alexander look for the stockings?,container,Where does Jayden think that Alexander searches for the stockings?,container,Where does Alexander think that Jayden searches for the stockings?,container
"1. Oliver likes the slacks
2. Jacob entered the patio.
3. Aiden entered the study.
4. Oliver entered the study.
5. The undershirt is in the box.
6. Oliver moved the undershirt to the bathtub.
7. Aiden exited the study.
8. Jacob exited the patio.
9. Oliver exited the study.
10. Aiden entered the study.",Where is the undershirt really?,bathtub,Where was the undershirt at the beginning?,box,Where will Oliver look for the undershirt?,bathtub,Where will Aiden look for the undershirt?,bathtub,Where does Oliver think that Aiden searches for the undershirt?,bathtub,Where does Aiden think that Oliver searches for the undershirt?,bathtub
"1. Avery entered the sunroom.
2. Aria entered the sunroom.
3. The persimmon is in the cupboard.
4. Owen entered the crawlspace.
5. Avery exited the sunroom.
6. Aria moved the persimmon to the bucket.",Where is the persimmon really?,bucket,Where was the persimmon at the beginning?,cupboard,Where will Aria look for the persimmon?,bucket,Where will Avery look for the persimmon?,cupboard,Where does Aria think that Avery searches for the persimmon?,cupboard,Where does Avery think that Aria searches for the persimmon?,cupboard
