Story,Reality Question,Reality Answer,Memory Question,Memory Answer,First-Order Belief A Question,First-Order Belief A Answer,First-Order Belief B Question,First-Order Belief B Answer,Second-Order Belief A Question,Second-Order Belief A Answer,Second-Order Belief B Question,Second-Order Belief B Answer
"1. Mason entered the laundry.
2. Toy mouse with whiskers entered the cellar.
3. Toy mouse with whiskers exited the cellar.
4. Jack entered the laundry.
5. Mason likes the celery
6. The cucumber is in the basket.
7. Mason exited the laundry.
8. Jack likes the carrot
9. Mason entered the laundry.
10. Jack moved the cucumber to the pantry.",Where is the cucumber really?,pantry,Where was the cucumber at the beginning?,basket,Where will Jack look for the cucumber?,pantry,Where will Mason look for the cucumber?,pantry,Where does Jack think that Mason searches for the cucumber?,pantry,Where does Mason think that Jack searches for the cucumber?,pantry
"1. Isabella entered the office.
2. Plush dog with collar entered the office.
3. The dress is in the crate.
4. Isabella exited the office.
5. Plush dog with collar moved the dress to the suitcase.
6. Emily entered the office.
7. Plush dog with collar hates the potato
8. Isabella entered the front_yard.",Where is the dress really?,suitcase,Where was the dress at the beginning?,crate,Where will Plush dog with collar look for the dress?,suitcase,Where will Isabella look for the dress?,crate,Where does Plush dog with collar think that Isabella searches for the dress?,suitcase,Where does Isabella think that Plush dog with collar searches for the dress?,suitcase
"1. Isla entered the playroom.
2. Rag bunny with floppy ears entered the playroom.
3. Ethan entered the playroom.
4. Rag bunny with floppy ears hates the cucumber
5. The tomato is in the pantry.
6. Isla moved the tomato to the suitcase.
7. Rag bunny with floppy ears exited the playroom.",Where is the tomato really?,suitcase,Where was the tomato at the beginning?,pantry,Where will Isla look for the tomato?,suitcase,Where will Rag bunny with floppy ears look for the tomato?,suitcase,Where does Isla think that Rag bunny with floppy ears searches for the tomato?,suitcase,Where does Rag bunny with floppy ears think that Isla searches for the tomato?,suitcase
"1. Amelia is in the study.
2. Jack entered the study.
3. The shoes is in the bucket.
4. Jack exited the study.
5. Amelia moved the shoes to the crate.
6. Jack loves the belt
7. Amelia exited the study.
8. Jack entered the workshop.
9. Sock puppet with yarn hair entered the study.
10. Sock puppet with yarn hair hates the green_pepper",Where is the shoes really?,crate,Where was the shoes at the beginning?,bucket,Where will Amelia look for the shoes?,crate,Where will Jack look for the shoes?,bucket,Where does Amelia think that Jack searches for the shoes?,bucket,Where does Jack think that Amelia searches for the shoes?,bucket
"1. Isla entered the pantry.
2. Teddy bear with blue hat entered the pantry.
3. Carter entered the crawlspace.
4. The orange is in the suitcase.
5. Teddy bear with blue hat moved the orange to the box.
6. Isla exited the pantry.",Where is the orange really?,box,Where was the orange at the beginning?,suitcase,Where will Teddy bear with blue hat look for the orange?,box,Where will Isla look for the orange?,box,Where does Teddy bear with blue hat think that Isla searches for the orange?,box,Where does Isla think that Teddy bear with blue hat searches for the orange?,box
"1. Benjamin entered the garden.
2. Sock puppet with yarn hair entered the garden.
3. Sock puppet with yarn hair likes the boots
4. Sock puppet with yarn hair likes the cap
5. The melon is in the cupboard.
6. Sock puppet with yarn hair exited the garden.
7. Sock puppet with yarn hair entered the garden.
8. Lily entered the garden.
9. Benjamin moved the melon to the basket.",Where is the melon really?,basket,Where was the melon at the beginning?,cupboard,Where will Benjamin look for the melon?,basket,Where will Sock puppet with yarn hair look for the melon?,basket,Where does Benjamin think that Sock puppet with yarn hair searches for the melon?,basket,Where does Sock puppet with yarn hair think that Benjamin searches for the melon?,basket
"1. Hunter is in the garden.
2. Jayden entered the bathroom.
3. Jayden exited the bathroom.
4. Stuffed elephant with trunk entered the garden.
5. The celery is in the envelope.
6. Hunter exited the garden.
7. Hunter entered the garden.
8. Stuffed elephant with trunk moved the celery to the crate.
9. Jayden hates the carrot",Where is the celery really?,crate,Where was the celery at the beginning?,envelope,Where will Stuffed elephant with trunk look for the celery?,crate,Where will Hunter look for the celery?,crate,Where does Stuffed elephant with trunk think that Hunter searches for the celery?,crate,Where does Hunter think that Stuffed elephant with trunk searches for the celery?,crate
"1. Sophia entered the garden.
2. Rag doll with button eyes entered the garden.
3. The sweet_potato is in the drawer.
4. William entered the living_room.
5. Sophia exited the garden.
6. Rag doll with button eyes moved the sweet_potato to the suitcase.
7. William exited the living_room.
8. Rag doll with button eyes exited the garden.
9. Sophia entered the living_room.",Where is the sweet_potato really?,suitcase,Where was the sweet_potato at the beginning?,drawer,Where will Rag doll with button eyes look for the sweet_potato?,suitcase,Where will Sophia look for the sweet_potato?,drawer,Where does Rag doll with button eyes think that Sophia searches for the sweet_potato?,drawer,Where does Sophia think that Rag doll with button eyes searches for the sweet_potato?,drawer
"1. James entered the porch.
2. James likes the raincoat
3. Plush cat with whiskers entered the porch.
4. Lily entered the porch.
5. The cherry is in the pantry.
6. James exited the porch.
7. James entered the porch.
8. Plush cat with whiskers exited the porch.
9. James hates the carrot
10. Lily moved the cherry to the treasure_chest.",Where is the cherry really?,treasure_chest,Where was the cherry at the beginning?,pantry,Where will Lily look for the cherry?,treasure_chest,Where will James look for the cherry?,treasure_chest,Where does Lily think that James searches for the cherry?,treasure_chest,Where does James think that Lily searches for the cherry?,treasure_chest
"1. Emma entered the front_yard.
2. Marionette with smile entered the workshop.
3. Abigail entered the workshop.
4. The tangerine is in the box.
5. Emma exited the front_yard.
6. Abigail exited the workshop.
7. Abigail entered the workshop.
8. Marionette with smile moved the tangerine to the container.",Where is the tangerine really?,container,Where was the tangerine at the beginning?,box,Where will Marionette with smile look for the tangerine?,container,Where will Abigail look for the tangerine?,container,Where does Marionette with smile think that Abigail searches for the tangerine?,container,Where does Abigail think that Marionette with smile searches for the tangerine?,container
"1. Sophia entered the den.
2. Toy monkey with banana entered the den.
3. The tie is in the bathtub.
4. Toy monkey with banana moved the tie to the drawer.
5. Sophia exited the den.
6. Toy monkey with banana loves the sweatshirt
7. Olivia entered the pantry.
8. Toy monkey with banana exited the den.
9. Sophia likes the skirt
10. Sophia entered the pantry.",Where is the tie really?,drawer,Where was the tie at the beginning?,bathtub,Where will Toy monkey with banana look for the tie?,drawer,Where will Sophia look for the tie?,drawer,Where does Toy monkey with banana think that Sophia searches for the tie?,drawer,Where does Sophia think that Toy monkey with banana searches for the tie?,drawer
"1. Sophia entered the TV_room.
2. Toy dinosaur with spots entered the TV_room.
3. Carter entered the TV_room.
4. Toy dinosaur with spots exited the TV_room.
5. Toy dinosaur with spots dislikes the lettuce
6. The undershirt is in the cupboard.
7. Carter moved the undershirt to the box.
8. Sophia exited the TV_room.",Where is the undershirt really?,box,Where was the undershirt at the beginning?,cupboard,Where will Carter look for the undershirt?,box,Where will Sophia look for the undershirt?,box,Where does Carter think that Sophia searches for the undershirt?,box,Where does Sophia think that Carter searches for the undershirt?,box
"1. Jackson entered the attic.
2. Plush cat with whiskers entered the attic.
3. The belt is in the crate.
4. Plush cat with whiskers exited the attic.
5. Jackson moved the belt to the bathtub.
6. Jackson exited the attic.
7. Plush cat with whiskers entered the attic.",Where is the belt really?,bathtub,Where was the belt at the beginning?,crate,Where will Jackson look for the belt?,bathtub,Where will Plush cat with whiskers look for the belt?,bathtub,Where does Jackson think that Plush cat with whiskers searches for the belt?,crate,Where does Plush cat with whiskers think that Jackson searches for the belt?,crate
"1. Avery entered the staircase.
2. Baby doll with bonnet entered the staircase.
3. Emma entered the patio.
4. The undershirt is in the cupboard.
5. Baby doll with bonnet exited the staircase.
6. Emma dislikes the stockings
7. Avery dislikes the corn
8. Baby doll with bonnet entered the staircase.
9. Avery moved the undershirt to the box.",Where is the undershirt really?,box,Where was the undershirt at the beginning?,cupboard,Where will Avery look for the undershirt?,box,Where will Baby doll with bonnet look for the undershirt?,box,Where does Avery think that Baby doll with bonnet searches for the undershirt?,box,Where does Baby doll with bonnet think that Avery searches for the undershirt?,box
"1. Jackson entered the playroom.
2. William likes the cabbage
3. Wooden puppet with strings entered the playroom.
4. Wooden puppet with strings loves the tangerine
5. The slippers is in the treasure_chest.
6. Wooden puppet with strings moved the slippers to the cupboard.
7. Jackson exited the playroom.",Where is the slippers really?,cupboard,Where was the slippers at the beginning?,treasure_chest,Where will Wooden puppet with strings look for the slippers?,cupboard,Where will Jackson look for the slippers?,cupboard,Where does Wooden puppet with strings think that Jackson searches for the slippers?,cupboard,Where does Jackson think that Wooden puppet with strings searches for the slippers?,cupboard
"1. Aiden entered the back_yard.
2. Wooden puppet with strings entered the back_yard.
3. The apple is in the bathtub.
4. Wooden puppet with strings exited the back_yard.
5. Aiden moved the apple to the bottle.",Where is the apple really?,bottle,Where was the apple at the beginning?,bathtub,Where will Aiden look for the apple?,bottle,Where will Wooden puppet with strings look for the apple?,bathtub,Where does Aiden think that Wooden puppet with strings searches for the apple?,bathtub,Where does Wooden puppet with strings think that Aiden searches for the apple?,bathtub
"1. Chloe entered the closet.
2. Stuffed bunny with bow entered the closet.
3. Aiden entered the closet.
4. The stockings is in the treasure_chest.
5. Aiden moved the stockings to the container.
6. Chloe exited the closet.
7. Stuffed bunny with bow exited the closet.
8. Chloe entered the closet.",Where is the stockings really?,container,Where was the stockings at the beginning?,treasure_chest,Where will Aiden look for the stockings?,container,Where will Chloe look for the stockings?,container,Where does Aiden think that Chloe searches for the stockings?,container,Where does Chloe think that Aiden searches for the stockings?,container
